sentence,difficulty_label
Weniger laut und knallig aber mindestens genauso schillernd und ausgefallen ist dieser besonders schmackhafte Trend.,C1
In chinesischen Haushalten findet man meistens Fische und in der Türkei bevorzugen die Menschen Vögel.,B1
"Hierzu erforschen die Neurobiologen, ob sich entscheidende Fakto- ren wie Kalziumkanäle in der Nervenzellmembran sowie wichtige Lernproteine sinnvoll manipulieren lassen.",C2
Laura wohnt und arbeitet in Hamburg.,A1
"Es dürfte auf der Hand liegen, daß es sich dabei keineswegs um Synonyme handelt.",C2
Sie nimmt ihn und sagt Danke.,A1
Ferdinand verwendet hierfür den Begriff der Nachhaltigkeit.,B2
/ Viel kann man selber machen.,A2
Thalia findet die Themen sehr interessant.,A2
Das klingt nach einer guten Idee.,A2
"Ja, dann ist es so, dass Sie heutzutage .",A1
Und Krampus und Nikolaus sind einfach … gehören zu uns dazu.,B1
"Wie ist es gelungen, damals 20. 000 Leute auf die Straße zu kriegen?",B2
Und das gilt auch für Schnäppchenjäger.,B1
"Böse Zungen behaupten aber, die Firma Coca Cola hätte ihn erfunden.",B2
Ein guter Tipp ist auch ein bisschen gemischt mit Sonnenblumenöl.,A2
"Ja, also: ‚Ich hab ‘n Gwandgschäft und mein Gwandkasten.",A1
Kraken sind flexibel und können problemlos in vielen Meeren der Welt leben.,B1
Allerdings unterscheidet sich diese in den deutschsprachigen Ländern durchaus.,C1
Wie viele muslimische Frauen im Kiez gehört Sultan inzwischen fest zum Gemeindeleben dazu.,B2
Der Besitzer bringt seinen VW Passat Diesel zum Verschrotten .,A2
Also zuerst wird’s geschnitten und dann wird's vorsichtig geklopft .,A1
"Als sie 1854 Kaiser Franz Joseph I. heiratete, wurde sie Kaiserin von Österreich.",C1
Die Häuser müssen günstig sein und einige emotionale Chiffren bedienen.,C2
"Sie finden es toll, dass sie etwas loswerden können, was sie selbst nicht mögen, es aber nicht wegwerfen wollen, aber es auf diese Art einfach jemandem schenken können, auch wenn der es wahrscheinlich nicht haben will.",C2
"Diese beginnt im achten Jahrhundert mit Karl dem Großen, der Aachen zum wichtigsten Ort seines Reiches machte.",B2
"Es gibt Wanderschäferinnen und -schäfer, die mit ihren Tieren auf verschiedene, frei zugängliche Weidegebiete ziehen, und Schäferinnen und Schäfer, die ihre Tiere vom Frühjahr bis zum Herbst auf der Weide haben und im Winter im Stall unterbringen.",C1
Cuan Acar gibt nicht auf .,A1
"Dann bringt Zümran Ömür die Besuchergruppe noch zum Bus, um gleich danach wieder die Kühe hinaus auf die Weiden zu treiben .",B2
"Was aber sorgt dafür, dass wir uns von schlechten Nachrichten eher angezogen fühlen als von positiven?",C1
Es ist die größte Automobilfabrik der Welt: Volkswagen in Wolfsburg.,A2
Die Slow-Food-Mitglieder kochen gerne und probieren regelmäßig Produkte von regionalen Erzeugern.,B2
"Sie führt ihren Gasthof ""Zur Börse"" seit fast 70 Jahren und kann sich nicht vorstellen, jemals aufzuhören.",C1
Das aber war am Anfang auch nicht.,A1
Die italienische Stadt Venedig war damals schon berühmt für ihre Glaskunst.,B2
"Für Simone Egger hat das mit der Globalisierung und dem starken Wunsch einer mobilen Gesellschaft nach Identität zu tun: „München ist eine Stadt, die von der Globalisierung geprägt ist.",C1
"Sie sollten die Angebote der christlichen Gemeinschaft, der Gemeinde, für sich nutzen, sie als ihre betrachten.",C1
"Dafür verändern sie den Originalwirkstoff so, dass er abbaubar wird, aber seine medizinische Wirkung beibehält.",C1
Und beim Sohn: Der verbietet eigentlich zuletzt alle Nachforschungen.,B2
"Berühmt für ihre Architektur und Geschichte, ihre Kultur und Musik, den Walzer und natürlich das Wiener Schnitzel.",B1
Ich möchte Sie gern zu einer Party einladen.,A2
Sie respektieren und fördern Vielfalt von natürlichen Lebensformen ebenso wie von lokalen kulturellen Gegebenheiten.,C2
"Ja, ich auch nicht!",A1
"Also, wo Traumatisierungen zum Beispiel eine Rolle spielen, sexuelle Übergriffe ‘ne Rolle spielen in der Entstehung.",B2
Die Initiative dazu ging von einer engagierten Mutter aus.,B2
"Das heißt, wer eine Sache anfängt, sollte sie auch zu Ende bringen.",B2
Das ist auch so ‘ne Sache.,A2
In der Stadt sind viele Geschäfte in der Nähe.,A1
"Daher erliegen all jene einer trügerischen Vorstellung, die glauben, in emotional aufwühlenden Situationen böte eine Zigarette den erhofften Ausgleich.",C2
Anna: Und was haben Sie für mich?,A2
"Wenn man jedoch den Gemüsekonsum von heute mit den Zahlen von 1960 vergleicht, dann hat sich die Menge fast verdoppelt: Jeder Deutsche isst heute pro Jahr 94 Kilo, am liebsten Tomaten*, gefolgt von Karotten und Zwiebeln.",B2
Dann laufen sie mal nach rechts oder links.,A1
Sie wollen Abenteuer – so wie Axel Thiel von Kracht.,B2
Kellner: Und was möchten Sie bestellen?,A1
2012 haben sie sich noch viel häufiger mit ihrer Familie getroffen.,B1
"Wir müssen zugeben, dass keine Unterrichtsstunde reine Routine ist, sondern das Gegenteil: immer wieder ein Kampf um Anerkennung, ein Ringen um Aufmerksamkeit und Disziplin.",C2
"Meist bleibt den Bäuerinnen und Bauern nur, ihre Anbaumethoden zu modernisieren, mit dem Ziel, höhere Erträge und bessere Qualität zu erreichen.",C1
"Starke Beleuchtung sorgt dafür, dass es dort auch nachts nicht wirklich dunkel wird.",B2
"Der Film ist noch nicht zu Ende, aber Laura und Kilian gehen aus dem Kino.",A2
"Raucher sind nachts häufig mit Entzugserscheinungen konfrontiert, die sich in Form von unruhigem Schlaf bemerkbar machen und ihre nächtliche Erholung erheblich beeinträchtigen können.",C2
Nach einer Stunde kommt der Schaffner.,A1
"In ihrem Laden und vor allem online verkauft sie Aufstriche , Gewürze und Sirup mit Blütenaroma.",B1
“Die deutschen Zeiten findet er schwer.,A2
"Schon als er lebte, war die Wirkung des Monarchen sehr groß.",C1
Noch vor hundert Jahren hatten die Zahl 13 und der Freitag zwei voneinander unabhängige Bedeutungen.,C1
"Trier ist 2000 Jahre alt, die älteste Stadt Deutschlands.",A2
"Sie empfinden dann weder ein Bedürfnis nach Schlaf noch Hunger, denken in rasender Geschwindigkeit, sind kreativ und voll Schaffens- kraft.",C2
Eine Fahrkarte nach München kostet 60 Euro.,A1
"Kaum hatte man zeitgleich den Grundstein für das neue VW-Werk in Mosel gelegt, das seit 1999 als Ortsteil zu Zwickau gehört.",C2
Im Westen indes verliert künstliches Licht an Strahlkraft; es gilt nicht länger als Symbol des Fortschritts.,C2
Eine bipolare Störung führt bei Betrof- fenen wechselweise zu manischen und depres- siven Episoden.,C2
Heute führt er Mountainbike- Touren .,A1
Tim wird nervös und sieht auf die Uhr.,A2
"Man hat 3. 000 Personen ab 14 Jahren in Deutschland gefragt, was sie regelmäßig in ihrer Freizeit machen.",B1
Anna entscheidet sich für den Zug.,A2
Der Lehrer bringt die Klasse in das Hotel.,A1
Sankt Johann am Morgen: Ich bin unterwegs in den Ort.,A1
Also ruft er im deutschen Restaurant an.,A2
Danach spielt Dina mit dem Ballon.,A1
"Schmerzhaft ist es, in einem sauberen und schönen Restaurant mit atemberaubender Aussicht zu sitzen und köstliche Gerichte und Speisen zu probieren, die wir in unserem ganzen Leben noch nicht gegessen haben, und uns dann plötzlich zu erinnern, an die Bohnen- und Kichererbsen in Homs oder Damaskus.",C2
"Oben treffen die Touristen oft nicht nur einen Türmer, sondern auch die Turmkatze, die „Wendelstein“ heißt.",B2
Dann sitzt Emma ein paar Minuten auf dem Sofa.,A1
"Dort geht es schon mal hoch her, es wird viel und laut gestritten.",B2
"Sie heißt Sissi“, sagt Paul stolz und zeigt Lena und Max ein Foto von einer langen Python.",A2
Manchmal pflücken auch Affen die Kokosnüsse.,A2
Die Selbstporträts am Ende seines Lebens sind sehr realistisch.,B2
Rauch- und Mehlschwalben sind Kulturfolger und damit an menschliche Siedlungen als Lebensraum gebunden.,C2
Mit dem Kaffee geht Mirko zurück zum Gleis.,A2
"Sehr selten auch mal Tiere, die man in einem Terrarium hält, zum Beispiel Schlangen.",B1
Anna war noch nie in Berlin.,A1
"In Deutschland liegt die westlichste Stelle der Ostsee, und zwar bei der Stadt Flensburg.",B2
Mancher geht dabei jedoch über seine körperliche Leistungsfähigkeit hinaus.,C1
"Sie ist also verwandt mit Pfirsichen, Aprikosen und Kirschen.",B1
Das spricht vor allem junge Menschen an .,B1
"Ich weiß nicht, ich hab‘ das so drin .",A2
"“ Sonderbar ist, dass von diesem Treffer Timo Konietzkas, der als Halbstürmer die Verbindung zwischen den Mittel- und Außenstürmern herstellte, weder ein Foto noch eine Video- beziehungsweise Fernsehaufnahme existieren.",C1
"„Sehr gern, das wird bestimmt lustig.",A2
Also kann er die Fahrkarte bezahlen.,A2
"Auf einer Straße gibt es ein großes Spielfeld mit zehn mal zehn Feldern, also mit insgesamt 100 kleinen Feldern.",A2
Nach dem Zweiten Weltkrieg entstanden in Deutschland die Bundesländer.,B1
"Wird das Kind geboren, ist die Nabelschnur noch mit dem Bauch verbunden.",B2
Sie besteht aus nur sieben Schülerinnen und Schülern.,A1
Goethe war bereits der Meinung: „Ein gescheiter Mensch findet auf Reisen die beste Bildung“.,C1
Anastasia steht auf und zieht sich an.,A1
"Spaghetti kann wirklich jeder kochen, denkt Marie.",A2
Nach einer Stunde steht eine Frau neben Erna.,A1
"Beim Drechseln, oder auch Drehen, wird dort das Ausgangsmaterial, der Rohling , horizontal zwischen zwei Halterungen, den Reitstock und den Spindelstock mit der Arbeits spindel , gespannt.",C1
"Mein Vater hätte sogar gewusst, ob das eine englische oder deutsche ist.",B1
"Sie servieren Speisen wie zum Beispiel Kiachl , eine gebackene Tiroler Spezialität, die man deftig oder süß genießen kann.",B2
"“ Ich war stocksauer, dass da jetzt so ein Schein unter dem Scheibenwischer klemmte.",C2
Laura und Kilian sind allein im Kino.,A1
Das war vor 57 Jahren.,A1
"Und in dieser Schwerelosigkeit ist es ganz egal, ob man auf dem Kopf steht, auf dem Rücken oder auf dem Bauch liegt.",C1
"Keines seiner Kinder soll gezwungen werden, seine Nachfolge anzutreten.",C1
“ und geht aus dem Laden.,A1
"Der Pianist und Musikforscher hat viele Jahre seines Lebens die Geschichte der Familie Strauss studiert, die so viele große Musiker hervorgebracht hat.",C1
Er wird traditionell mit einem Wiener Walzer eröffnet.,B1
Wir kommen auf jeden Fall wieder.,A2
"“ Denn wer sich ausruht, wer rastet, der setzt – wie Eisen – Rost an.",C2
Die ersten Segmente werden zwei Tage nach dem Mauerfall 1989 abgetragen .,B1
Dann können wir Ihnen das Geld für die Reinigung bringen.,B1
Tom sieht sich die Angebote an.,A1
Aber heute kann sie nicht in die Schule gehen.,A2
"Bis zu fünf Prozent leiden an Ess-Brechsucht, Bulimie.",B1
während seiner Regentschaft mit unglaublichen Geldsummen hat bauen lassen und die ihm den Beinamen „Der Märchenkönig“ eintrugen.,C1
"Während der klare Nachthimmel auf dem Land den Blick auf ein funkelndes Firmament ermöglicht, stellt die Lichtverschmutzung in Großstädten oft ein unüberwindbares Hindernis dar.",C2
Du kannst nächste Woche wieder herkommen.,A2
Es ist die Frage: Was hat der für eine Wirkung entfacht?,B2
Komm doch mit zu meinem Kochkurs!,A2
“ A ist der erste Buchstabe im deutschen Alphabet und Z der letzte.,A1
"Vorreiter auf diesem Gebiet sind der Nobelpreisträger Eric Kandel und sein Kollege Walter Gilbert, deren Firma Memory Pharmaceuticals gedächtnisför- dernde Präparate entwickelt.",C2
Danach geht sie in die Küche.,A1
"Auch wenn die Taten einzelner Flüchtlinge jetzt den Anlass zu Sorge und heftiger politischer Diskussion bieten, so kann man nicht alle Menschen dafür verantwortlich machen, die aus der Kriegsregion geflohen sind, um sich und ihre Familie zu retten.",C2
"‘ Und bei günstigen Produkten – denken Sie mal dran, man würde jetzt anfangen, über den Brötchenpreis zu verhandeln –, das ist sicherlich nicht, wo jemand tatsächlich handeln würde.",C1
Der Gipfel Göbsi bei Gonten mitten in der Schweiz.,A1
"Wir könnten uns aber auch an die eigene Nase fassen und überlegen, wie wir gegen das oben genannte Duckmäusertum angehen können ebenso wie gegen die vielfältigen Arten des Dampfablassens in den anonymen Weiten des weltweiten Netzes.",C2
Viele YouTuber geben ihre Erfahrungen in Videos weiter.,A2
"Dann ist er dann zur Werkstatt gefahren, hat es leider nicht in der Fachwerkstatt machen lassen, sondern irgendwo.",B1
Ludwig der Zweite befeuert den Mythos Bayern bis heute.,B2
Vor 450 Jahren ist hier das Erz verarbeitet worden und Eisen gegossen worden.,B1
"Fromme Gläubige, die gestiftet haben, Vermögen der Kirche gegeben haben und durch die Kirche manifestiert, in Erinnerung bleiben.",B2
Was ist zum Beispiel das Besondere am Wort Magermilchjoghurt?,B2
Mirko steigt aus dem Zug aus.,A1
Nun wird das Fleisch in Butterschmalz gebraten.,B1
Besonders dauerhaft ist laut Professor Elger eine andere Merktechnik: „Es gibt natürlich auch die Möglichkeit abzuspeichern über emotionale Dinge.,B2
"In der Nega- tion zeigt sich erst die Fülle dessen, was man in früheren Zeiten die menschlichen Geistesgaben nannte.",C2
Der Potsdamer Platz in Berlin ist ein belebter Ort mit vielen Hochhäusern.,B1
"Die Kamera zwei bringt unsere Orangeria, oder Gewächshaus auf Deutsch.",A2
"Durch ein künstliches Innenohr, ein Cochlea-Implantat, können Gehörlose wieder hören, und über ein »Brain-Machine-Interface« lernen Amputierte, künstliche Gliedmaßen allein durch ihre Hirnaktivität zu steuern.",C2
"Zeit für Muße, also die Zeit, die man sich nimmt, um in Ruhe und ohne Eile etwas zu tun, bleibt in einem so durchorganisierten Leben kaum noch.",C1
Die Familien bekommen eine Urkunde und ein Geschenk.,A1
"‘ Und dieses neue ‚Heimaten suchen‘, das hat auch viel damit zu tun, wer eigentlich Dirndl und Lederhosen trägt.",C1
“ Ob etwas gröber oder milder: Grünkohl bleibt eine deftige Angelegenheit.,B2
Laura hat den Platz Nummer 11 und ihr Freund hat den Platz Nummer 12. Das Kino ist nicht groß.,A1
"Solche pauschalen Aussagen, wie öfters … wie ich es öfters hier im Umfeld schon gehört habe … Man darf eigentlich überall sondeln , ohne Restriktionen zu fürchten.",C1
Sie mag die Musik von Silbermond sehr.,A1
Sie gehen mit dem Vogel .,A1
Die südamerikanischen Reisetagebücher Humboldts sind das performative Exerzieren dieses neuen Wahrnehmungsvermögens.,C2
Die zur Verfügung gestellten Werke wurden zunächst 1946 ausgestellt und bildeten später den Grundstock der Jugendbibliothek.,C1
Doch dann sieht sie den Preis.,A2
"Tim weiß nicht, was er machen soll.",A1
"“ Merinowolle ist eine hochwertige, sehr feine, wärmende Wollart, die auf der Haut getragen werden kann, weil sie nicht kratzt .",B2
"Ja, ich finde, dass dann so die Tiere verkleidet [sind] mit so [einer] Lederhose oder so traditioneller Tracht [und] Kleidungen, das fand ich sehr, sehr lustig und sehr schön.",B1
"1. Zählen Sie die Sekunden, die zwischen Blitz und Donner vergehen.",A2
"„Für meine Kinder eine Pizza Margherita und eine Pizza mit Schinken, bitte.",A1
"Hier, knapp 60 Kilometer südlich von Salzburg in Österreich, wird die Tradition des Krampusʼ gepflegt – so wie in der ganzen Region.",B2
"Er verabscheute das bürokratische Korsett, in dem sein Vater gefangen war, und verweigerte sich vehement dem väterlichen Wunsch, ebenfalls eine Beamtenkarriere anzustreben.",C2
"Also, der Kulturzug bringt tatsächlich Zug um Zug die Leute näher zueinander – ohne Komplikationen , einfach auf ’ner sehr, sehr lebendigen, spielerischen Ebene, wo es einfach nicht darum geht, dass man sich als Nation begegnet, sondern als Menschen auf der Basis der Kultur und auf der Basis des Austauschs.",C1
"Jo, ich hab’s gefunden.",A1
"Bei der Geburt ist das sehr praktisch, denn der Kopf kann so noch ganz leicht geformt werden.",B2
"Wir haben’s noch nicht, wir haben noch nicht mal 1. 000 Stück in Deutschland.",A2
Heute können sich Besucher im Museum in den alten Gebäuden am Fuße des „Hochfelln“ über die Geschichte der Eisengewinnung und Metallverarbeitung informieren.,C1
Und wie sollte man mit einer Hochbegabung umgehen?,B2
"Sie hat ein sehr schönes, grünes Kleid dabei.",A1
"Eine Mahlzeit, die man im Gehen isst, muss handlich sein.",B2
Sie nimmt ein Handtuch und ihren Bikini aus dem Schrank.,A1
"Vor acht Jahren kam das Ehepaar Eschke aus Deutschland hierher, kaufte für eine bescheidene Summe ein großes Anwesen und wollte hier alt werden.",B2
"Dort kauft er Pizza, Chips und Limonade.",A1
Denn mit dem Zusammenbruch der Planwirtschaft war auch das Ende des auf dem Weltmarkt nicht mehr wettbewerbsfähigen Autos praktisch zwangsläufig.,C1
Die Geschichte des Doms zieht als Licht spektakel an den Zuschauern vorbei.,B2
"Doch auch für die Moral ist der Schmerz unabdingbar: Woher wüsste ich sonst, was anderen weh tut, wenn ich nicht selbst wüsste, was Schmerzen sind?",C2
"Sind Sie ein Mann, dann dürfen Sie bis zu sechsmal im Jahr spenden, sind Sie eine Frau, dann viermal.",B1
"Auf Schnäppchenjagd Manche befriedigen ihren Jagdinstinkt, für andere ist sie die reine Notwendigkeit: die Schnäppchenjagd.",B1
"Stattdessen handeln sie, wie es der Mann formuliert, aus einem natürlichen Gefühl heraus, intuitiv, so wie sie selbst das als richtig empfinden und nicht wie die anderen es von ihnen verlangen, es ihnen aufdrücken.",C2
"Ich fahre mit dem IC“, sagt sie zu Lisa.",A2
Sylt: Trauminsel in der Nordsee Sylt ist eine der beliebtesten Urlaubsinseln in der deutschen Nordsee.,A2
"1. 200 Höhenmeter , zwei Künstler, ein Berg und ein Bett.",A1
Auch draußen ist es sehr schön: Es gibt Berge und einen See.,A1
"Dass das elterliche Duckmäusertum auf die Kinder abfärbt, ist logisch – und das Internet bietet ihnen beste Rahmenbedingungen, um ihren Frust abzulassen.",C2
Es ist das größte Blumenfest Mitteleuropas.,A2
Ralf und Andreas legen die Teller und Gläser wieder in die Tasche.,A1
"“, sagt Hannah und gibt ihm ein Kinderbuch.",A1
Es gab zum Beispiel im Grimmwörterbuch die Vokabel ‚Reiseliteratur‘ nicht.,C1
So können alle Gäste die anderen gut sehen und verstehen.,B1
"So dachten Mediziner bis ins 19. Jahrhundert, dass Krankheiten wie Pest und Cholera über die Luft verbreitet wurden.",C1
"Jahrzehnte später, als der Wald schon längst von Joggern entdeckt worden war, kam auf einmal eine neue Furcht auf: das aus der Romantik stammende Bild zu verlieren.",C1
Die sind zwölf Prozent – wir sind .,A1
"Die meisten Touristen zieht es natürlich zu den drei berühmten Schlössern, die Ludwig II.",B1
Wie der Sohn zum Diktator wurde“ des österreichischen Historikers Roman Sandgruber – und bringt ein wenig Licht ins Dunkel der Geschichte.,C1
Auch Paiman kann kaum lesen und schreiben.,A1
Denn schließlich verlangte er später von Millionen seiner Untertanen lupenreine Abstammungsnachweise .,C2
Sie faulenzen mehr oder genießen ihre Hobbys.,A2
"In Anbetracht der immensen finanziellen Last, die mit der jahrelangen Unterstützung der Ukraine in Milliardenhöhe einhergeht, stellt sich die Frage, wie lange der Westen seine Sanktionspolitik aufrechtzuerhalten vermag.",C2
Weil das kriegen wir nicht hin .,A2
Die Wohnung ist klein und schön.,A1
"Beim Walzer bin ich der Meinung ist es für beide entweder gleich leicht oder gleich schwer, je nachdem , was für ein Typ man ist, ob man sich leicht tut mit der Musik und den Schritten oder schwer.",B1
Die ist hier auch sehr lecker.,A1
„Es ist mit Sicherheit da noch ‘n hoher Optimierungsbedarf.,B2
Ich finde die Musik so schön.,A1
"“ und will, dass sie länger für ihn da ist.",A2
So kann das Unternehmen umweltfreundliche Schuhe herstellen und gleichzeitig auf die Verschmutzung der Amsterdamer Straßen aufmerksam machen.,C1
Am Ende vom Festival sagt Jana: „Das war toll!,A1
Es sind mehr als 7. 000!,A1
"Aber trotzdem hängt 25 Jahre dein Arbeitsplatz dran, ne.",A2
"Sie zeichnen sich durch konzeptionelles und strategisches Denkvermögen aus, sind flexibel und belastbar.",C2
"Wenn das Gas aus der Leitung nicht wohldosiert verbrennt, sondern schlagartig entweicht, verpufft die Energie ungenutzt und verursacht auch immer wieder Explosionen mit Verletzten und Toten.",C2
"Spätestens dann sollten Sportlerinnen und Sportler das beherzigen, was dieser Passant so formuliert: „Das ist nicht gerade angenehm.",C1
Für Germanistikprofessor Walter Pape hat Wilhelm Busch hier eine ironische Botschaft an den Leser eingebaut: „Der hat zum Schluss die als Saat enden lassen.,C1
Dann können wir ja zusammen lernen!,A2
"“ 51 Prozent der Männer und 44 Prozent der Frauen sind der Meinung, dass es zu Hause am schönsten ist.",B1
Die bunte Gruppe hat sichtlich und unüberhörbar Spaß am Rollenspiel.,C1
Wie sehr sich die Menschen aber auch bemühen: Glücklich macht sie die Arbeit allein sicherlich nicht.,C1
Also habe ich sie zur Kasse gebracht.,A2
Mit fast 2000 Weihnachtskugeln wird sie zum wahren Winterwunderland .,B1
In Asien ist er beliebt und bekannt.,A2
Ein Picknick heißt: Man bringt etwas zu essen mit und isst in der Natur.,A2
"So erreicht man auch die Jugendlichen, die die Kaugummis einfach ausspucken.",B2
"Wer heute operiert wird, erlebt keine Tortur wie noch vor 200 Jahren, als chirurgische Eingriffe ohne Betäubung durchgeführt wurden.",C2
"Sollten die vermeintlich suggerierten Erfolge ausbleiben, schwächt dies zwangsläufig die Bereitschaft der Bevölkerung, die Kosten dieser Sanktionen zu tragen.",C2
Sie haben auch neun Gehirne: ein zentrales Gehirn im Kopf und in jedem Arm ein Extrahirn.,B2
Auch Habibe hat kaum Kontakt zu deutschen Familien.,B1
Eine Studie vergleicht die Situation in Deutschland heute mit der Situation 2014 und liefert überraschende Ergebnisse: Die Deutschen nehmen sich inzwischen weniger Zeit für private Gespräche.,C1
Ein blauer Lichterglanz: Einst war das als Marketingcoup der Stadt gedacht.,C1
Männer und Frauen gehen zur Arbeit und Kinder gehen zur Schule.,A1
"Am Südpol, inmitten von Eis und Schnee, leben zum Beispiel Pinguine.",B1
Tanja kommt wieder aus der Umkleidekabine.,A1
Aber das wird wahrscheinlich niemand machen.,B1
"Im 18. Jahrhundert wurde es als Triumph-Tor erbaut, heute ist es das Symbol der deutschen Einheit.",B2
"Einer dieser schädlichen Stoffe ist beispielsweise die Chemikalie NDMA, N-Nitrosodimethylamin, die in modernen Kläranlagen aus dem Heroinersatzstoff Methadon entsteht.",C1
"“

Die zwei Geschwister fahren los.",A1
"Auch die technischen Möglichkeiten haben sich verbessert: Gemüse geht nicht mehr so schnell kaputt, es kann länger gelagert werden.",B2
"Es ist sehr porös , es ist relativ dick und es ist durchlässig für Wasser, hält aber aufgrund der Größe der Poren eben Kaffeemehl, fein gemahlenes Kaffeemehl zurück.",C1
"Das sehen auch viele Menschen in Deutschland so, obwohl immer wieder großes Geschrei aus der rechtspopulistischen Ecke erschallt.",C2
"Wenn Sie finden, dass er übertreibt, dann sagen Sie einfach zu ihm: „Also, so schlimm ist das doch wirklich nicht.",B1
"Hier noch ein paar interessante Zahlen: Mit uns zusammen leben 15,2 Millionen Katzen und 10,6 Millionen Hunde.",A2
"Die Angst, verletzt zu werden und nicht bekommen zu können was man sich wünscht, muss überwunden werden.",C1
Also nimmt sie ihn und geht in eine Umkleidekabine.,A2
Bayerns König Ludwig II.,A1
Der Zug fährt los und bringt Mirko nach Barcelona.,A2
"„Nein, keinen Tisch“, sagt der Kellner.",A1
"In Anbetracht des Lebenswegs, den ich gewählt habe, ist es unvorstellbar, dass ich jemals nicht mehr laufen kann, geschweige denn, dass Tanzen für immer ausgeschlossen wäre.",C2
"Phyllium giganteum, was aussieht wie Blätter, sind Gespenstschrecken .",A2
"Man bekommt den Eindruck, dass Planungsämter die Ordnung der Stadt in den Einfamilienhausbezirken retten wollen, nachdem sie jeden Einfluss in den Innenstädten verloren haben.",C2
Edward macht aus einem Ballon einen Hund.,A1
"/ Da lach ich mir doch ‘n Arsch ab, echt!",A2
"„Hoch“ ist hier in Verbindung mit dem Adjektiv „komplex“ nicht als Größenangabe zu sehen, sondern ist als bloße Verstärkung des Adjektivs gemeint.",C1
"Das ist ja früher so gewesen, dass die Leute auch samstags noch arbeiten mussten und dann meistens erst Samstag nach der Arbeit ins Gebirge gefahren sind.",B2
"Also, das gilt für beide Seiten.",A2
"Neben dem Autismus lässt auch eine andere psy- chiatrische Erkrankung erahnen, wie veränder- bar das menschliche Denken und Erleben sein können.",C2
Langsam geht Willi in das Wasser.,A1
"Die Lehreinheit beenden Sie mit der Abgabe eines eigenen Textes, den Ihr Lektor begutachtet.",C2
"Es ist erst acht Uhr morgens, aber hier in der Einsatzzentrale von Poelkappelle, erzählt er uns, sind schon dreißig Anrufe eingegangen .",B2
Das Restaurant im Hotel heißt „Stern“.,A1
VW – Skandale ohne Konsequenzen 2017 war für den deutschen Autobauer Volkswagen eines der erfolgreichsten Jahre der Firmengeschichte.,B2
Aber Pfingsten ist ‘ne ganz spannende Geschichte.,B1
Öffnen wir den Intelligenz-Container einen Spalt weit und lassen die Eingeschlossenen frei.,C2
12. 000 Euro wollen sie für den großen Tag ausgeben.,A2
Und da haben die Schüler ihren Lehrern – so Christian – einiges voraus.,B2
"Das hat sich so schnell rumgesprochen und war dann so beliebt, dass sich eigentlich niemand mehr getraut hat, das Ding wieder abzureißen.",C1
"Es ist schon komisch, dass wir Lehrer, die wir stets und ständig andere und ihre Arbeit bewerten und beurteilen, nicht in der Lage sind, souverän mit Kritik oder Urteilen über uns selber umzugehen.",C2
"Denn jeder habe es selbst in der Hand zu entscheiden, welche Herausforderung er annehme und welche nicht.",C1
"Das Gehirn hatte die Verbindung verstanden, kapiert.",B2
"Es wird dann der Schein gewahrt, so getan, als ob alles in Ordnung ist.",C1
"Er beschäftigte sich mit CREB, einem Protein, das neu gebildete Synapsen stabilisiert.",C2
"„Ich weiß es nicht“, antwortet sie.",A1
"Und zahlreiche Schriftsteller und Dichter halfen mit, dieses Bild vom Wald zu erschaffen – wie Josef von Eichendorff: „Und dann haben sie etwas gemacht, was also ein Kunstgriff ist.",C1
Heute ist die 46-Jährige so etwas wie die Käse botschafterin des Ortes.,B2
Mallorca ist eine Insel in Spanien.,A1
"Sein Flug ist um 10:00 Uhr, aber Tim will früh am Flughafen sein.",B1
Bereits ab der ersten Zigarette beeinträchtigt der toxische Rauch den Körper erheblich.,C2
Und natürlich muss das Huhn auch einmal „auf die Toilette“.,A2
Denn sie fertigen Unikate oder hochwertige Exponate in Kleinserie.,C1
Und zwar schon vor 4. 000 Jahren.,A1
"Wissenschaftler halten darin fest, dass neue Siedlungen und Shoppingcenter auf der „grünen Wiese“ im Widerspruch stehen zu den Zielen der deutschen Nachhaltigkeitsstrategie: Sie verbrauchen Fläche, zerschneiden Landschaften, verlängern Verkehrswege und führen zu steigenden CO2-Emissionen.",C2
Arbeiter sind auf Munition gestoßen .,A2
Partikel können Aerosole oder Tröpfchen sein.,B1
Wo regnet es mehr – in Italien oder in England?,A2
"Dann legt Mohammed die Eier, das Brot und die Äpfel in seine Tasche.",A1
"Da ist die Anerkennung höchstens: ‚Ah, guck mal, der zahlt bestimmt ‘ne hohe Leasing-Rate dafür oder irgend so was.",B2
In der EU hat Deutschland die meisten Einwohner.,A2
Im Treppenhaus bemerkte er dann einen komischen Geruch.,B1
"Sie werden bibliothekarisch erschlossen, also mit bestimmten Metadaten wie etwa dem Namen von Autorin/Autor, Inhalt sowie Schlagworten versehen, sodass sie in einem Onlinekatalog oder einer Datenbank gefunden werden können.",C1
Eine kleine Auswahl aus Adrian Kozakiewiczs Sammlung.,A2
Manchmal ist es ein bisschen langweilig in der Stadt.,A2
"Es ist deshalb besser, ökologische Intelligenz statt ökologischer Effizienz in Gebäuden einzusetzen.",C2
"Und zwar in der Isar, in dem Fluss, der durch das Zentrum von München fließt.",B1
"Denn im normalen Alltag haben die meisten keine Zeit und oft auch kein Geld, frische Produkte einzukaufen und in Ruhe zu kochen.",B2
