sentence,difficulty,text_id,sentence_length,sentence_tokens,total_tokens_per_call,difficulty_reviewed,readability,difficulty_label
"Denn jeder habe es selbst in der Hand zu entscheiden, welche Herausforderung er annehme und welche nicht.",4,316,17,21.0,129.0,C1,71.14,C1
"Das Gehirn hatte die Verbindung verstanden, kapiert.",3,298,7,12.0,118.0,B2,89.75,B2
"Es wird dann der Schein gewahrt, so getan, als ob alles in Ordnung ist.",4,285,14,19.0,126.0,C1,99.57,C1
"Er beschäftigte sich mit CREB, einem Protein, das neu gebildete Synapsen stabilisiert.",5,unknown,12,,,C2,84.68,C2
"„Ich weiß es nicht“, antwortet sie.",0,502,6,,,A1,116.15,A1
"Und zahlreiche Schriftsteller und Dichter halfen mit, dieses Bild vom Wald zu erschaffen – wie Josef von Eichendorff: „Und dann haben sie etwas gemacht, was also ein Kunstgriff ist.",4,325,29,41.0,151.0,C1,68.44,C1
Heute ist die 46-Jährige so etwas wie die Käse botschafterin des Ortes.,3,486,12,20.0,127.0,B2,93.14,B2
Mallorca ist eine Insel in Spanien.,0,481,6,,,A1,73.85,A1
"Sein Flug ist um 10:00 Uhr, aber Tim will früh am Flughafen sein.",2,523,13,,,B1,109.04,B1
Bereits ab der ersten Zigarette beeinträchtigt der toxische Rauch den Körper erheblich.,5,unknown,12,,,C2,42.38,C2
Und natürlich muss das Huhn auch einmal „auf die Toilette“.,1,692,10,,,A2,86.71,A2
Denn sie fertigen Unikate oder hochwertige Exponate in Kleinserie.,4,309,9,16.0,122.0,C1,53.88,C1
Und zwar schon vor 4. 000 Jahren.,0,598,7,,,A1,115.13,A1
"Wissenschaftler halten darin fest, dass neue Siedlungen und Shoppingcenter auf der „grünen Wiese“ im Widerspruch stehen zu den Zielen der deutschen Nachhaltigkeitsstrategie: Sie verbrauchen Fläche, zerschneiden Landschaften, verlängern Verkehrswege und führen zu steigenden CO2-Emissionen.",5,unknown,34,,,C2,28.51,C2
Arbeiter sind auf Munition gestoßen .,1,480,6,9.0,113.0,A2,49.48,A2
Partikel können Aerosole oder Tröpfchen sein.,2,630,6,,,B1,90.77,B1
Wo regnet es mehr – in Italien oder in England?,1,693,10,,,A2,87.72,A2
"Dann legt Mohammed die Eier, das Brot und die Äpfel in seine Tasche.",0,512,13,,,A1,100.58,A1
"Da ist die Anerkennung höchstens: ‚Ah, guck mal, der zahlt bestimmt ‘ne hohe Leasing-Rate dafür oder irgend so was.",3,315,19,31.0,145.0,B2,69.11,B2
In der EU hat Deutschland die meisten Einwohner.,1,611,8,,,A2,71.82,A2
Im Treppenhaus bemerkte er dann einen komischen Geruch.,2,719,8,,,B1,63.36,B1
"Sie werden bibliothekarisch erschlossen, also mit bestimmten Metadaten wie etwa dem Namen von Autorin/Autor, Inhalt sowie Schlagworten versehen, sodass sie in einem Onlinekatalog oder einer Datenbank gefunden werden können.",4,296,29,47.0,157.0,C1,16.66,C1
Eine kleine Auswahl aus Adrian Kozakiewiczs Sammlung.,1,457,7,12.0,118.0,A2,81.29,A2
Manchmal ist es ein bisschen langweilig in der Stadt.,1,501,9,,,A2,87.72,A2
"Es ist deshalb besser, ökologische Intelligenz statt ökologischer Effizienz in Gebäuden einzusetzen.",5,unknown,12,,,C2,0.08,C2
"Und zwar in der Isar, in dem Fluss, der durch das Zentrum von München fließt.",2,686,15,,,B1,98.55,B1
"Denn im normalen Alltag haben die meisten keine Zeit und oft auch kein Geld, frische Produkte einzukaufen und in Ruhe zu kochen.",3,315,22,28.0,135.0,B2,74.53,B2
"Weil sich diese Produkte nicht mehr zum normalen Preis verkaufen lassen, werden sie im Preis reduziert und als Zweite-Wahl-Ware beziehungsweise B-Ware angeboten.",4,301,22,32.0,146.0,C1,66.07,C1
“ Die pikante bayerische Käsezubereitung wird gern als Zwischenmahlzeit serviert.,4,319,10,22.0,128.0,C1,62.34,C1
"Also das ist irgendwie so ‘n Druck , der so weggeht.",1,441,11,14.0,120.0,A2,78.25,A2
"Also, die können es uns nicht wegnehmen.",1,460,7,10.0,113.0,A2,81.29,A2
Durch die Bank ignoriert werden die oft sehr beträchtlichen geistigen Fähigkeiten schizo- phrener oder autistischer Patienten.,5,unknown,16,,,C2,38.32,C2
"Allerdings sind manche Länder vom Automatisierungsrisiko stärker betroffen als andere: In Ländern wie Deutschland und Österreich ist das Risiko viel höher als beispielsweise in Ländern wie Korea, Estland oder Finnland.",4,318,30,40.0,161.0,C1,41.03,C1
"Diese Entwicklung können wir heute schon bei allen Entscheidungen berücksichtigen, zum Beispiel bei der Einrichtung und dem Ausbau der Stationen für schnellen Internetzugang.",5,unknown,23,,,C2,39.67,C2
"Chefkoch Markus Brunner brät hier jeden Tag dutzende Schnitzel und weiß, dass es auf die richtige Vorbereitung des Fleisches ankommt .",3,473,21,30.0,140.0,B2,76.56,B2
"„Frau Müller, ich habe ein Problem.",0,529,6,,,A1,99.23,A1
"Jetzt im Herbst kann man immer wieder Kinder sehen, die Kastanien sammeln.",2,733,12,,,B1,67.76,B1
Aber schon nach drei Metern hatte er keine Kraft mehr.,2,670,10,,,B1,95.17,B1
"Die antike Gesellschaft unterschied klar zwischen Tätigkeiten: Für Sklaven und Frauen bedeutete Arbeit, während die Muße einzig den freien Männern zustand, wie der Historiker und Publizist Eberhard Straub im Hinblick auf die kulturellen Normen jener Zeit verdeutlicht: ‚Selbstverständlich sollte der Mensch das Privileg besitzen, gelegentlich untätig zu sein.‘",5,unknown,48,,,C2,22.76,C2
"Moritz entfernt, können die Surfer ihre Fähigkeiten testen.",2,461,8,12.0,120.0,B1,71.82,B1
"Eisblumen kann man nicht kaufen, weder in einem Blumenladen noch in einer Eisdiele.",4,595,13,,,C1,66.74,C1
"Es ist rot und ein bisschen alt, aber sehr schön.",1,476,10,,,A2,103.63,A2
"Wie das Tischlern und das Schreinern gehört auch das Drechseln zu den Handwerksberufen, die in Deutschland eine lange Tradition vorweisen können.",4,309,21,33.0,141.0,C1,58.62,C1
In der Nähe von Hamburg befindet sich einer der größten Schrottplätze Europas.,3,463,12,15.0,123.0,B2,84.68,B2
"Keine Medikamentenrückstände mehr im Trinkwasser, in Flüssen, Seen und Ozeanen?",3,305,10,22.0,131.0,B2,69.79,B2
Vor der Party muss er noch viel machen.,1,515,8,,,A2,105.66,A2
Dann sind – so Josef – selbst die Kühe still!,3,306,10,12.0,116.0,B2,105.66,B2
"Egal wie charmant sie eingeladen wird, sie trinkt nie mit.",4,465,10,15.0,121.0,C1,86.71,C1
Selbst in der Erinnerung der Passanten bleiben keine Bilder zurück.,5,unknown,10,,,C2,78.25,C2
"Leider muss ich zugeben, dass es diesen Machtmissbrauch einiger Kollegen gibt, aber muss man deshalb alle “Pauker” in die Schmuddelecke stellen?",5,unknown,21,,,C2,67.08,C2
Vorher haben sie ihre Hände benutzt.,1,625,6,,,A2,99.23,A2
Meine Freundin kennt eine gute Reinigung gleich um die Ecke.,1,529,10,,,A2,78.25,A2
"Dann sagt sie: „Ich gehe auf das Festival, denn die Musik ist sicher toll.",2,465,14,,,B1,91.11,B1
"Dann zeigen niederländische Handwerker ihr Angebot, und die holländische Version des Nikolaus' zieht durch die Straßen.",3,485,16,25.0,135.0,B2,55.24,B2
"Sie lernen nicht nur viel über Tiere, sondern auch einen respektvollen Umgang mit der Natur.",2,471,15,18.0,127.0,B1,81.63,B1
"Sie hatten eine besondere Stellung im sogenannten Heiligen Römischen Reich, das im Mittelalter in Europa herrschte, und waren immer schon frei und unabhängig.",4,662,23,,,C1,39.67,C1
In vielen Gasthöfen im Tal treffen Touristen und Traditionen aufeinander .,3,453,11,17.0,121.0,B2,35.95,B2
"Was glauben Sie, geht der Mensch im Laufe seines Lebens einmal um die Erde?",4,594,14,,,C1,99.57,C1
"Damit erfüllte sich ein Wunsch des französischen Pädagogen, Historikers und Sportfunktionärs Pierre de Frédy, Baron de Coubertin, für dessen Verwirklichung er sich beinahe 15 Jahre eingesetzt hatte.",5,288,27,49.0,167.0,C2,44.07,C2
"Der Reiz liegt im Vorhandensein eines Programms überhaupt, in der Vorhersehbarkeit, mit der neue Geschichten und Nachrichten regelmäßig wieder- kehren.",5,unknown,20,,,C2,68.1,C2
"In der Bonner Klinik herrscht die Überzeugung, dass die Patientinnen und Patienten mit Essstörungen, die sich an sie wenden, tatsächlich ernsthafte Behandlungsabsichten hegen.",5,unknown,23,,,C2,39.67,C2
Trotz vieler Ankündigungen wurde bislang aber noch kein Mittel zur Verbesserung von Ler- nen und Gedächtnis bei Gesunden auf den Markt gebracht.,5,unknown,22,,,C2,66.07,C2
"Brigitte Sorger verdeutlicht das an einem Beispiel: „Eine Bekannte aus Deutschland hat mir erzählt, dass die nach Österreich kam und über längere Zeit dachte, dass ‚Sackerl a?",3,323,27,41.0,151.0,B2,69.45,B2
"Die Olympische Fanfare erklang, als Georg I. von Griechenland am 6. April 1896 die ersten internationalen Olympischen Spiele der Neuzeit eröffnete.",4,288,21,36.0,143.0,C1,72.83,C1
"Generation Instagram und die analoge Fotografie Von allem und überall Fotos machen können, so kennt es die junge Generation.",2,441,19,23.0,129.0,B1,43.73,B1
"Und insofern war es schlichtweg immer ein Gebot gewesen, dass der Mensch auch faul sein dürfe und faul sein müsse.",4,287,20,28.0,136.0,C1,85.02,C1
Und mit Zustimmung von Architekten und Innenarchitekten werden Intelligenz und handwerkliche Fähigkeiten vielfach weiterhin durch Chemie ersetzt.,5,unknown,17,,,C2,11.92,C2
"Dies könnte mitunter der Grund gewesen sein, weshalb er eine tief verwurzelte Aversion gegen das Bildungsbürgertum, das schulische Wissen und die wissenschaftliche Disziplin hegte.",5,unknown,24,,,C2,47.12,C2
"„Faul sein ist wunderschön, / Denn die Arbeit hat noch Zeit / Wenn die Sonne scheint und die Blumen blüh’n / Ist die Welt so schön und weit.",3,287,28,35.0,143.0,B2,79.94,B2
"Darüber hinaus können wir auf ein enormes Repertoire von idiomatischen Wendungen zu- rückgreifen, als da sind: Er ist auf den Kopf gefallen; kann nicht bis drei zählen; ist nicht ganz dicht; hat eine weiche Birne; einen Dachschaden; eine lange Leitung; einen Hau; einen Stich; einen Knall; einen Vogel; ein Brett vorm Kopf; einen Sprung in der Schüssel; ist nicht ganz bei Trost; ist von allen guten Geistern verlassen; hat nicht alle Tassen im Schrank; tickt nicht richtig.",5,unknown,77,,,C2,27.16,C2
"Anfang der 1970er Jahre brachte ein Bestechungsskandal die Bundesliga in die Schlagzeilen: Einige Vereine, darunter Arminia Bielefeld, hatten Geld an Spieler gegnerischer Mannschaften gezahlt, damit sie die Spiele verloren.",4,314,29,53.0,166.0,C1,58.96,C1
"Indem wir Fotografien verwenden, quantifizieren wir gewissermaßen unsere Kollektionen, um diese in digitalisierte, dreidimensionale Kleidung zu transformieren.",5,unknown,17,,,C2,11.92,C2
"“ Denn, so Sandgruber: „Es ist also eigentlich fatal , wie Autodidakten – und gerade Autodidakten sozusagen mit Halbbildung – dann besonders stark auf dem verharren, was sie sich einmal angeeignet haben, und eigentlich keine Expertise von Fachleuten mehr anerkennen wollen.",5,292,41,66.0,173.0,C2,33.92,C2
"Mädchen, die oft noch im Wachstum sind, machen eine oder mehrere Diäten, um diese Norm zu erfüllen.",3,285,17,23.0,133.0,B2,88.06,B2
"Doch manchmal passiert es, dass er ein richtiges Schnäppchen findet, also etwas, das gute Qualität hat und dabei auch noch preiswert ist.",4,301,22,29.0,139.0,C1,74.53,C1
"Bei analog geht es mehr darum, was man aufnimmt – und dabei auch mal um die Ecke zu denken .",3,441,20,22.0,129.0,B2,95.51,B2
“ Das Bestattervelo ist eine Sonderanfertigung.,1,293,6,12.0,118.0,A2,-1.29,A2
Der Clown ist ihr Onkel Edward!,0,496,6,,,A1,99.23,A1
"Je später also jemand beginnt, umso besser.",3,298,7,10.0,114.0,B2,38.99,B2
"Die Organisatoren nennen sie nicht mehr „WC“, sondern den „5. Raum“.",3,728,11,,,B2,77.23,B2
Ich liebe die Avocado .,0,481,5,6.0,109.0,A1,50.5,A1
Der berühmte Aachener Dom erstrahlt im Licht.,2,474,7,13.0,119.0,B1,81.29,B1
"Anna und Jonas sind froh, dass sie ihren Hund wieder gefunden haben.",1,543,12,,,A2,84.68,A2
Der Sozialdemokrat war Staatssekretär und galt als einer der wichtigsten Beamten in der Finanzkrise .,4,445,15,23.0,132.0,C1,91.11,C1
"Übrigens, automatisch passiert so eine Ehrenpatenschaft nicht.",2,593,7,,,B1,55.91,B1
"Zum einen wollen viele junge Menschen auch wieder so ein bisschen zurück zur Natur, wieder Naturabenteuer erleben.",2,467,17,21.0,129.0,B1,79.6,B1
"Mit unverhohlener Verachtung begegnet er sowohl den Generälen als auch den Juristen, während er die Lehrer in höchstem Maße missachtet und sich selbst als unvergleichliches Genie glorifiziert.",5,unknown,27,,,C2,27.15,C2
Sadja und Fatma sind sehr müde von der Reise.,0,522,9,,,A1,96.18,A1
"Rund 24 Millionen Menschen, Alt wie Jung, sind Mitglieder in Sportvereinen, bewegen sich tagaus, tagein auf Fußball- und Tennisplätzen, in Schwimmhallen, sie joggen oder strampeln auf Mountainbikes durch die Wälder oder sie bewegen zu rhythmischer Musik Bauch, Po und Beine.",4,317,40,66.0,179.0,C1,47.8,C1
Und von dem her ist hier alles da – auch ausländische [Kundinnen und Kunden].,3,322,14,20.0,124.0,B2,75.2,B2
Sie steigt aus und sieht auf ihr Handy.,0,469,8,,,A1,114.12,A1
2 210 500 800. Dabei schien er auf Grund seiner verminderten Intelligenz auf den ersten Blick nicht einmal richtig zählen zu können.,5,unknown,22,,,C2,77.23,C2
"Sie hören einen lauten Knall und ein Auto, das davonrast.",2,616,10,,,B1,86.71,B1
"Man kann die auch mit viel Fett versetzen, aber wir nehmen lieber ’ne fleischigere.",3,289,14,20.0,127.0,B2,91.11,B2
"Aber da wir haben den Eindruck, dass da die Stadt auch sehr darauf achtet, dass der Aachener Dom diesen Status „Weltkulturerbe“ erhält .",3,474,23,35.0,143.0,B2,74.53,B2
Von den Frauen machen das nur 13 %!,0,750,8,,,A1,115.13,A1
Dort geht man von Raum zu Raum.,0,316,7,9.0,112.0,A1,115.13,A1
Allein in diesem Zimmer sind sechs davon.,0,469,7,9.0,113.0,A1,106.67,A1
"Du weißt auch gar nicht, wie du das aufräumen sollst.",2,310,10,16.0,120.0,B1,103.63,B1
"Was vielleicht auch noch ganz interessant ist: Jede vierte Tasse Kaffee, die in Deutschland getrunken wird, wird nicht zu Hause getrunken.",3,724,21,,,B2,67.08,B2
Sie hat viele Fragen: Wer hat den Brief geschrieben?,1,474,9,,,A2,104.64,A2
“Dann gibt die Frau Tanja die Jacke zurück.,0,508,8,,,A1,105.66,A1
"Weil eben Kalbfleisch ist extrem heikel , hat sehr viel Wasser, weil es ein junges Kalb ist.",2,473,17,26.0,129.0,B1,97.54,B1
"Es wurde sogar eine Theorie angewandt, die Miasma-Theorie.",3,325,8,15.0,121.0,B2,21.06,B2
Aber Laura hat ein Problem: Sie hat noch kein passendes Kleid.,1,530,11,,,A2,94.15,A2
Die begeisterte Wanderin Katharina Kos testet den neuen Weg.,2,476,9,15.0,119.0,B1,79.26,B1
In der heutigen Arbeitsmarktrealität sind Arbeitslose keineswegs Faulpelze; vielmehr wurden sie durch äußere Umstände ihrer Beschäftigung beraubt.,5,unknown,17,,,C2,37.3,C2
Aber Krampus – oder auch „Percht“ genannt – ist er schon seit Kindertagen.,2,484,13,20.0,125.0,B1,77.23,B1
Sie bringt jede Woche mehr als 600 Briefe und circa 60 Päckchen nach Lehde.,2,711,14,,,B1,99.57,B1
"Später wird ein Arzt sagen, dass sie damit niemals hätte laufen können - schon gar nicht durch einen Dschungel.",5,unknown,19,,,C2,95.51,C2
"Auf Gehwegen sind E-Scooter verboten, man muss einen Radweg benutzen.",2,646,10,,,B1,61.33,B1
"Um dem entgegenzuwirken, muss viel Überzeugungsarbeit geleistet werde, weiß Geschäftsführer Andreas Jörß: „Da sind wir sicherlich bei einem Kernthema der Druckbranche: Kunden zu finden, die heute auch noch sagen, das sogenannte – in Anführungszeichen – ‚hölzerne Medium‘ ist immer noch das richtige Medium.",4,312,43,71.0,191.0,C1,29.86,C1
Und da hat er ein Orakel befragt.,1,300,7,10.0,115.0,A2,106.67,A2
Und Ralf legt die Muffins auf die Teller.,0,493,8,,,A1,105.66,A1
"Moment, ich hole das Wasser aus meiner Tasche.",1,502,8,,,A2,80.28,A2
Auch Wolfgang Wieland wollte etwas erreichen.,1,460,6,8.0,114.0,A2,56.93,A2
"Bei der internationalen Umfrage haben Menschen aus Deutschland, Italien, England, Spanien, Frankreich, den Niederlanden und Brasilien mitgemacht.",2,737,17,,,B1,45.76,B1
"„IQ-Tests messen nicht die Intelligenz“, sagt er, „sie korrelieren eher schwach mit ihr.",5,unknown,13,,,C2,66.74,C2
Sie trägt heute ein T-Shirt von Silbermond.,0,469,7,,,A1,89.75,A1
Insgesamt waren es 130. 000 Euro!,0,723,6,,,A1,56.93,A1
Und vielleicht setzt bis dahin ja ein Umdenken in der Gesellschaft ein – hin zu mehr Nachhaltigkeit und Naturverbundenheit.,4,295,19,25.0,134.0,C1,70.13,C1
Timo geht durch das Haus und öffnet die Tür.,0,516,9,,,A1,113.1,A1
Montags und freitags hat die Hotel-Bar geöffnet.,0,485,7,,,A1,81.29,A1
"Und dann gibt’s halt den Kalbsbraten, der jetzt da 14 Stunden drin war – bei 66 Grad.",2,319,17,25.0,129.0,B1,80.62,B1
“ Auch Leonie nimmt etwas von Maries Nudeln.,1,535,8,,,A2,106.67,A2
Seit 1945 verbietet das Völkerrecht in Gestalt der Satzung der Vereinten Nationen jede gewaltsame Einmischung von außen in die Angelegenheiten eines Staates.,5,unknown,22,,,C2,40.69,C2
"Das ist sehr nett“, sagt Sofia und gibt dem Mann das Geld.",1,501,12,,,A2,110.06,A2
Fassen lässt sich das Wunder ihres Lebens bis heute nicht.,5,unknown,10,,,C2,103.63,C2
"Die Betroffenen verpassen den Zeitpunkt, mit dem Hungern aufzuhören.",4,285,9,16.0,124.0,C1,62.34,C1
"Die Forscherin entschuldigte sich bei ihren Mitarbeitern, der Universität sowie der Öffentlichkeit und erklärte ihren Rückzug aus der Wissenschaft.",5,unknown,19,,,C2,60.65,C2
"Oder, wie man heute sagen würde, ein geschickter Netzwerker.",4,583,9,,,C1,79.26,C1
Die Natur in Bayern ist sehr schön.,0,476,7,,,A1,106.67,A1
Und: Ich hab’ so viele Ideen.,1,448,6,9.0,113.0,A2,116.15,A2
Baron de Coubertin starb 1937: Während eines Spaziergangs im schweizerischen Genf blieb sein Herz stehen.,3,288,15,28.0,139.0,B2,81.63,B2
Sie kommunizieren allerdings inzwischen viel häufiger auf digitale Weise.,3,640,9,,,B2,36.96,B2
"Glas, Stahl und Beton : Der Potsdamer Platz ist wieder ein pulsierendes Zentrum in Berlin.",3,439,15,22.0,131.0,B2,82.65,B2
"Bleibt die Frage: Inwieweit können diese Abläufe planmä- ßig manipuliert werden, um die Leistungsfähig- keit des Menschen zu steigern?",5,unknown,19,,,C2,60.65,C2
"Die Möglichkeiten für die Lehrkräfte, Innovationen aufzunehmen und in den Unterrichtstag einzubinden, sind immer noch zu gering.",5,unknown,17,,,C2,54.22,C2
Der Mythos der Bayern ist eine Schöpfung von Menschen.,3,453,9,13.0,117.0,B2,87.72,B2
Etablierte Hersteller setzen auf Sofortbildkameras – ein Foto kostet rund einen Euro aufwärts .,3,441,14,21.0,130.0,B2,50.84,B2
"Gyan Härri konstatiert, dass wir nur äußerst selten existentiell mit der Endlichkeit unseres eigenen Lebens konfrontiert werden.",5,unknown,17,,,C2,54.22,C2
Und aus dieser Sicht spricht weder etwas gegen monogame Beziehungen noch etwas gegen Polyamorie.,4,324,14,19.0,128.0,C1,74.19,C1
Zwar werden auch die nicht unkritisch gesehen; an allerhand Vorbehalten fehlt es nicht; auch Neid und Häme spielen eine Rolle.,5,unknown,20,,,C2,59.64,C2
Dann sind Sie 10 Stunden unterwegs.,0,709,6,,,A1,73.85,A1
"Offenbar war seine psychische Konstitution bedenklich, seine seelische Verfassung war nicht sehr gut.",4,284,13,24.0,129.0,C1,24.44,C1
Diese Tradition existiert bereits seit 1897. Heute ist das die Arbeit von Postbotin Andrea Bunar.,2,711,15,,,B1,72.32,B1
Dann holt sie ein Buch aus ihrer Tasche.,1,472,8,,,A2,114.12,A2
"Großstädte strahlen derart hell, dass sie aus der Distanz betrachtet wirken, als lägen sie unter einem glanzvollen Lichtdom, vollständig von einem schimmernden Lichthorizont umfasst.",5,unknown,24,,,C2,47.12,C2
Wer oder was macht das Geräusch?,0,522,6,,,A1,116.15,A1
"“„Super, dann machen wir das“, antwortet Laura.",1,482,7,,,A2,89.75,A2
"Die Häuser sind billig, das Wetter ist besser.",1,472,8,10.0,115.0,A2,71.82,A2
"Diese Statistik sieht seit vier Jahren fast gleich aus, obwohl man in der Zwischenzeit viel über Klimaschutz und umweltfreundliche Transportmittel diskutiert hat.",4,610,22,,,C1,49.15,C1
"Um die Geschichten der alten Städte nicht zu stören, ja, um sie noch besser verstehbar zu machen, sollten die Neubauten alte Strukturen wiederaufnehmen.",5,unknown,23,,,C2,65.05,C2
"„Komm, wir fahren an den See“, sagt Sofia und steht auf.",0,501,11,,,A1,102.61,A1
Er nimmt Lottas Hand und geht aus dem Zimmer.,1,520,9,,,A2,96.18,A2
Wir kochen und essen oft zusammen.,0,536,6,,,A1,90.77,A1
Der Welt verdanken wir die Wiederbelebung der Olympischen Spiele der Neuzeit dem visionären Franzosen Pierre de Coubertin.,5,unknown,17,,,C2,62.68,C2
Denn die Provinz ist immer noch abgehängt .,3,486,8,11.0,117.0,B2,81.29,B2
"Also, man schmeckt das richtig das Aroma raus .",1,456,9,11.0,117.0,A2,88.74,A2
"Wenn alles gut läuft, sind die Gäste bei ihrer Abreise achtsamer und haben mehr Respekt für die Landschaft, in der sie Urlaub machen.",4,471,23,30.0,138.0,C1,90.43,C1
"Elvis hatte als Soldat etwa 1,5 Jahre in dem hessischen Ort gelebt.",2,469,12,21.0,124.0,B1,76.22,B1
"Sie träumen davon, dass jeder EU-Bürger zum 18. Geburtstag ein Interrail-Ticket geschenkt bekommt.",3,466,13,25.0,131.0,B2,64.88,B2
Offenheit und Ehrlichkeit den eigenen Gefühlen gegenüber trifft aber unabhängig vom Beziehungsmodell letztendlich auf alle Beziehungen zu.,4,324,17,25.0,143.0,C1,62.68,C1
Dann gibt er Dina den Hund.,0,496,6,,,A1,99.23,A1
"Das kann man sich nur erklären als Wirken Gottes in dieser Situation an diesen Menschen – übrigens Situationen, die es später in der Kirchengeschichte auch immer wieder gegeben hat, in ganz unterschiedlichen Teilen dieser Erde.",4,304,35,41.0,154.0,C1,53.89,C1
"Sogar vier Hauptstädte liegen an der Donau: Wien in Österreich, Bratislava in der Slowakei, Budapest in Ungarn und Belgrad in Serbien.",3,572,21,,,B2,50.16,B2
"„Ich möchte gerne Kindern die Möglichkeit geben, beides kennenzulernen, sowohl die christliche Religion – also etwas anderes, was sie nicht tagtäglich erleben –, und gleichzeitig aber auch uns neugierig machen auf das, was die muslimischen Kinder im Alltag erleben.",4,297,39,54.0,168.0,C1,42.38,C1
Für den Erfolg derartiger Kettengeschichten spielt ihre Einbindung in den Alltag eine große Rolle: Neue Aufregungen ereilen uns in regelmäßigem Rhythmus und in bekannten Erzählformen.,5,unknown,25,,,C2,46.1,C2
"„Aber Oma, du schenkst mir Schuhe?",0,527,6,,,A1,116.15,A1
Rolipram und ähnlich wir- kende Medikamente befinden sich derzeit in frühen Phasen der klinischen Prüfung am Men- schen.,5,unknown,18,,,C2,78.59,C2
Denn sie bekommen mehr Sonne ab als die wilden Heidelbeeren im Wald.,3,576,12,,,B2,84.68,B2
Bei den Automobilen war es – Volkswagen.,1,443,7,10.0,113.0,A2,48.47,A2
"Ein riesiger Markt hat sich entwickelt, auf dem die Angst vor der Dummheit immer enormere Dummheiten hervorbringt.",5,unknown,17,,,C2,71.14,C2
"In der Regel sind die Worte „Ma-ma“ und „Pa-pa“ die ersten Worte, die Kinder sagen.",1,300,15,23.0,130.0,A2,90.09,A2
"Das Wasser ist sehr kalt, aber das ist für Willi kein Problem.",1,490,12,,,A2,93.14,A2
"Die hochentwickelte Nachbearbeitung von Bildern, die sich durch präzise Gestaltung von Licht und Schatten auszeichnet, stellt für die neueste Generation KI-basierter Grafikprogramme keinerlei Herausforderung dar.",5,unknown,25,,,C2,37.64,C2
Können wir da nicht mal über den Preis verhandeln?,2,301,9,14.0,117.0,B1,87.72,B1
“ Von Bequemlichkeit keine Spur: Jede Unebenheit im Boden spürten die Insassen.,4,294,12,21.0,128.0,C1,68.77,C1
"Und das wissen sie denn ganz genau, und da sagen sie auch: Also, bei Oma Börse kann nicht jeder tun, was er will.",3,465,23,29.0,134.0,B2,90.43,B2
Er ist erst vor zwei Monaten nach Deutschland gekommen.,1,487,9,,,A2,87.72,A2
"Dazu gehören unter anderem Haarausfall, Knochenschäden oder Herz- und Nierenschäden.",3,285,10,23.0,130.0,B2,52.87,B2
Aus voller innerer Überzeugung haben wir 1990 gemeinsam mit den vier Siegermächten des Zweiten Weltkriegs die außenpolitischen Aspekte der deutschen Wiedervereinigung vertraglich geregelt.,5,unknown,23,,,C2,39.67,C2
"Wenn ein Baby im Mutterleib heranwächst, kann es noch nicht atmen und essen; es bewegt sich in einer Flüssigkeit, dem Fruchtwasser.",3,703,21,,,B2,50.16,B2
Die längste Autobahn Deutschlands ist die A7: Man kann auf ihr von der dänischen Grenze bis zur österreichischen Grenze fahren oder natürlich auch umgekehrt.,2,628,24,,,B1,55.58,B1
"Nachdem die Feuerwehr den Einbrecher in Sicherheit gebracht hat, wird er verhaftet und die Polizei nimmt ihm mehrere Hundert Euro ab, die er gestohlen hat.",4,622,25,,,C1,63.02,C1
"Und weil der Wagen so bequem ist, fühlt sich der Fahrer so, als ob er daheim auf seinem Sofa sitzt.",4,299,20,24.0,133.0,C1,85.02,C1
"In einem aufwendigen Verfahren bestimmen Experten die Art der gefährlichen Gase, um sie entsprechend zu neutralisieren .",4,480,17,23.0,133.0,C1,72.16,C1
Wir haben bei der Mähren AG nachgefragt.,2,464,7,12.0,116.0,B1,106.67,B1
"Wenn im Frühling die Natur erwacht, fühlen sich Menschen anfangs oft träge und müde.",3,579,14,,,B2,91.11,B2
Es ist 8:30 Uhr und Tim hat noch 90 Minuten.,0,524,10,,,A1,112.09,A1
Nach dem Mittagessen kommt sie zurück in die Bibliothek.,1,503,9,,,A2,87.72,A2
Doch Doping mittels pharmakologischer Wach- macher birgt auch Gefahren: 2002 töteten zwei amerikanische Piloten unbeabsichtigt vier kanadische Soldaten in Afghanistan.,5,unknown,20,,,C2,25.8,C2
"Er sieht es sogar als Bonus, als Vorteil an.",2,309,9,11.0,116.0,B1,104.64,B1
Eine Karte ist für Erna und eine Karte ist für ihre Freundin Sofia.,0,473,13,,,A1,92.12,A1
"Gleichzeitig bemühte sich Jarvis darum, dass an jedem zweiten Sonntag im Mai ein nationaler Feiertag zu Ehren aller Mütter eingeführt werden sollte, was am 8. Mai 1914 geschah.",4,300,28,45.0,155.0,C1,74.19,C1
"In der Praxis aber schrecken Investoren und Kommunen davor oft zurück, weil sie einen höheren Geld- und Arbeitsaufwand gegenüber einer Planung auf der grünen Wiese fürchten.",5,unknown,26,,,C2,53.55,C2
"Finanziell lohnt sich der 200. Geburtstag von Karl Marx auf jeden Fall, denn das Geschäft mit Souvenirs läuft gut.",3,454,19,27.0,136.0,B2,95.67,B2
„Das Drehbuch ist so das Schlimmste eigentlich von allem.,1,307,9,15.0,119.0,A2,104.64,A2
“ Malte braucht für seinen Beruf viele Anzüge und Krawatten.,1,301,10,15.0,122.0,A2,104.64,A2
Vielleicht denkt manch einer gleich an einen Reiseführer.,2,313,8,13.0,119.0,B1,71.82,B1
